shot_distance,shot_angle,under_pressure,shot_first_time,minute,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley
15.05855238726485,16.09178251871694,0,1,69,0,0,1,0,0,0,1,0,0
21.384573879317774,11.975003550251255,0,0,46,0,0,1,0,0,0,1,0,0
38.70051679241506,11.534848117000816,0,0,39,0,0,1,0,0,0,1,0,0
13.300375934536593,25.747415954086804,0,1,7,0,0,1,0,0,0,1,0,0
12.041594578792296,26.387115347639934,0,1,28,0,0,1,0,0,0,1,0,0
9.391485505499125,42.94579589464551,0,1,49,1,0,0,0,0,0,0,1,0
18.11767093199344,16.416856561247272,0,0,46,1,0,0,0,0,0,1,0,0
13.164345787011213,33.673253372638314,0,1,24,1,0,0,0,0,0,0,1,0
31.3789738519283,13.91593076038521,1,0,13,0,0,1,0,0,0,1,0,0
12.041594578792296,3.548689122136998,0,0,1,0,0,1,0,0,0,1,0,0
28.59545418418809,13.414074494066824,0,0,59,1,0,0,0,0,0,1,0,0
27.37754554374807,13.077933855792818,0,1,92,0,0,1,0,0,0,1,0,0
11.21605991424796,32.071004051416075,1,0,63,0,0,0,0,0,0,1,0,0
28.844410203711917,13.240520205670013,0,0,7,0,0,1,0,0,0,1,0,0
26.30969403090808,14.84278157052044,1,0,88,1,0,0,0,0,0,1,0,0
18.7275198571514,22.81406122915897,0,0,87,1,0,0,0,0,0,1,0,0
26.475649189396663,17.13658030771836,0,1,51,0,0,1,0,0,0,1,0,0
22.844255295369123,19.10306160037592,0,1,92,0,0,1,0,1,0,0,0,0
17.753027910753698,21.326344084361693,0,0,41,0,0,1,0,0,0,1,0,0
32.01562118716424,14.23648441031361,0,0,88,1,0,0,0,0,0,1,0,0
19.984243793548952,22.244775699380323,0,0,86,0,0,1,0,0,0,1,0,0
17.961347388211163,20.72317358099968,0,1,36,0,0,1,0,0,1,0,0,0
3.55105618091294,125.23164294632522,1,1,57,0,0,1,0,0,0,1,0,0
8.910667763978186,38.03729511684778,1,0,48,0,0,0,0,0,0,1,0,0
14.615402833996743,28.657974615024155,0,0,70,0,0,0,0,0,0,1,0,0
11.180339887498947,38.91530664132709,0,0,40,0,0,0,0,0,0,1,0,0
5.830951894845301,65.77225526984992,0,0,58,0,0,0,0,0,0,1,0,0
16.925720073308547,22.203479012557047,1,0,93,0,0,0,0,0,0,1,0,0
28.485083815920223,12.1468927521305,0,0,81,0,0,1,0,0,0,1,0,0
11.40175425099138,26.161567360341976,0,1,50,1,0,0,0,0,0,1,0,0
21.840329667841555,20.02301335129796,1,1,37,0,0,1,0,0,0,1,0,0
20.30615670184784,19.454854821567626,0,0,34,1,0,0,0,0,0,1,0,0
25.46723385057749,15.749495953769918,0,1,83,1,0,0,0,1,0,0,0,0
15.310127367203709,25.12021224892264,0,0,15,0,0,1,0,0,0,1,0,0
19.988246546408213,21.92853628136523,0,0,66,0,0,1,0,0,0,1,0,0
23.08527669316528,19.356621282814903,0,1,75,0,0,1,0,1,0,0,0,0
8.0,53.13010289130391,0,0,48,0,0,0,0,0,0,1,0,0
7.843468620451037,52.44263568955597,0,1,9,1,0,0,0,1,0,0,0,0
44.97654944523868,5.917177075078655,0,0,23,1,0,0,0,0,0,1,0,0
25.19245918920978,16.49527983732463,0,1,43,1,0,0,0,0,0,1,0,0
15.87765725792064,13.893405218049772,1,0,15,0,0,0,0,0,0,1,0,0
